STATECODE,Classification,Description,HDv1
VT,COM_CLADRATE,8d minimum nail,220.562741
VT,COM_CLADRATE,Batten decking,244.603526
VT,COM_CLADRATE,Lumber and groove,234.534305
VT,COM_CLADSYS,Vinyl siding,427.565579
VT,COM_CLADSYS,EIFS,439.618206
VT,COM_CLADSYS,Wood,500.994052
VT,COM_CLADSYS,Metal sheathing,419.457026
VT,COM_CLADSYS,Impact rated glazing,423.109656
VT,COM_CLADSYS,Stucco,418.432111
VT,COM_CLADSYS,Brick veneer,430.058838
VT,COM_CLADSYS,Concrete block,490.437475
VT,COM_CONSTQUALI,Signs of distress,329.668827
VT,COM_CONSTQUALI,WH Roof existing,331.00742
VT,COM_CONSTQUALI,Wind Roof existing,380.146034
VT,COM_CONSTQUALI,Wind Gold existing,366.95851
VT,COM_CONSTQUALI,Wind Silver existing,353.786492
VT,COM_CONSTQUALI,WH Gold existing,387.109701
VT,COM_CONSTQUALI,WH Silver existing,334.971989
VT,COM_EXTORN,Extensive ornamentation,288.120369
VT,COM_EXTORN,Extensive ornamentation and LPS,321.954906
VT,COM_EXTORN,Large signs,289.115649
VT,COM_EXTORN,Large signs and LPS,266.344752
VT,COM_EXTORN,Lightning protection,316.139766
VT,COM_FOUNDSYS,Bolted,497.473221
VT,COM_FOUNDSYS,Engineered,447.229939
VT,COM_FOUNDSYS,Unbolted,495.123906
VT,COM_GARAGING,Attached garage,443.948053
VT,COM_GARAGING,Detached garage,411.693035
VT,COM_GARAGING,No garage,443.851085
VT,COM_MECHGROUND,Generally unprotected,217.806952
VT,COM_MECHGROUND,Generally protected,209.337408
VT,COM_RESISTOPEN,Pressure small missile rated,343.505506
VT,COM_RESISTOPEN,Pressure medium missile rated,351.710286
VT,COM_RESISTOPEN,All openings pressure small missile rated,353.525908
VT,COM_RESISTOPEN,All openings pressure medium missile rated,316.662388
VT,COM_RESISTOPEN,All openings pressure large missile rated,317.901188
VT,COM_ROOFAGE,0 to 5 years,588.202003
VT,COM_ROOFAGE,6 to 10 years,527.214121
VT,COM_ROOFAGE,11 years or more,613.671329
VT,COM_ROOFANCH,Clips,205.995445
VT,COM_ROOFANCH,Double wraps,228.113294
VT,COM_ROOFANCH,Single wraps,225.761356
VT,COM_ROOFANCH,Structural,218.450268
VT,COM_ROOFANCH,Toenailing no anchorage,228.026691
VT,COM_ROOFEQUIP,No equipment present,295.412545
VT,COM_ROOFEQUIP,Roof mounted photovoltaic array,276.877057
VT,COM_ROOFEQUIP,Roof mounted impact resistant array,262.704932
VT,COM_ROOFEQUIP,Roof mounted mechanically attached array,295.856751
VT,COM_ROOFGEOM,Complex roof,392.756081
VT,COM_ROOFGEOM,Flat roof no parapets,394.127088
VT,COM_ROOFGEOM,Flat roof parapets,346.243799
VT,COM_ROOFGEOM,Gable roof LE6:12,360.584138
VT,COM_ROOFGEOM,Braced gable LE6:12,334.396779
VT,COM_ROOFGEOM,Gable roof GT6:12,367.522938
VT,COM_ROOFGEOM,Braced gable GT6:12,341.55116
VT,COM_ROOFGEOM,Hip roof LE6:12,365.587416
VT,COM_ROOFGEOM,Hip roof GT6:12,355.676783
VT,COM_ROOFMAINT,Excellent condition,213.105296
VT,COM_ROOFMAINT,No deterioration or defects,196.424326
VT,COM_ROOFMAINT,Visible defects,231.647123
VT,COM_ROOFMAINT,Significant signs of distress,214.406775
VT,COM_ROOFSYS,Built up or single ply,369.605188
VT,COM_ROOFSYS,Built up with gutters,398.588113
VT,COM_ROOFSYS,Built up without gutters,393.954379
VT,COM_ROOFSYS,Built up unknown gutters,401.448392
VT,COM_ROOFSYS,High wind shingle,343.44952
VT,COM_ROOFSYS,High wind shingle plus SWR,375.420507
VT,COM_ROOFSYS,Normal shingle,349.234772
VT,COM_ROOFSYS,Normal shingle plus SWR,352.149066
VT,COM_ROOFSYS,Metal concealed fasteners,380.06148
VT,COM_ROOFSYS,Metal exposed fasteners,355.435957
VT,COM_ROOFSYS,Metal unknown fasteners,375.121141
VT,COM_ROOFSYS,Wood shakes,348.049071
VT,COM_ROOFSYS,Concrete roof,372.767778
VT,COM_ROOFSYS,Hail class 1,348.861185
VT,COM_ROOFSYS,Hail class 2,410.931375
VT,COM_ROOFSYS,Hail class 3,346.323239
VT,COM_ROOFSYS,Hail class 4,371.007459
VT,COM_ROOFSYS,Rubber roof,402.488662
VT,COM_ROOFSYS,Green roof,370.560421
VT,COM_ROOFSYS,Bermuda style roof,349.938423
VT,COM_ROOFSYS,Concrete tiles,353.547916
VT,COM_ROOFSYS,Slate tile,396.963839
VT,COM_ROOFSYS,Fabric membrane,362.427287
VT,COM_ROOFSYS,Solar tile,416.571752
VT,COM_TODMGPROVISION,Cosmetic damage Fully covered,436.701226
VT,COM_TODMGPROVISION,Cosmetic damage Mostly covered,484.988774
VT,COM_TODMGPROVISION,Cosmetic damage Default,437.188558
VT,COM_TODMGPROVISION,Cosmetic damage Rarely covered,483.303184
VT,COM_TODMGPROVISION,Cosmetic damage Excluded,470.213969
VT,COM_TOFLASHING,Compliant with ES1,435.291031
VT,COM_TOFLASHING,Not compliant with ES1,467.459563
VT,COM_TREEDENSITY,High tree risk high shielding,230.251833
VT,COM_TREEDENSITY,Some trees some shielding,229.620766
VT,COM_TREEDENSITY,No trees no shielding,235.73501
VT,SFD_Unknown,Unknown,530.528005
VT,SFD_ARCHITECT,Attached screen,604.164215
VT,SFD_ARCHITECT,Detached screen,684.043453
VT,SFD_ARCHITECT,Fences,643.899827
VT,SFD_ARCHITECT,None,628.19114
VT,SFD_ARCHITECT,Skylights,638.704611
VT,SFD_ARCHITECT,Skylights protection,668.799284
VT,SFD_CLADRATE,10d high wind nail,559.588378
VT,SFD_CLADRATE,6d any nail,588.239972
VT,SFD_CLADRATE,8d high wind nail,563.125747
VT,SFD_CLADRATE,8d minimum nail,604.706752
VT,SFD_CLADRATE,Batten decking,581.018793
VT,SFD_CLADRATE,Lumber and groove,565.947069
VT,SFD_CLADSYS,Vinyl siding,569.82238
VT,SFD_CLADSYS,EIFS,507.801444
VT,SFD_CLADSYS,Wood,527.791974
VT,SFD_CLADSYS,Metal sheathing,527.740663
VT,SFD_CLADSYS,Impact rated glazing,531.734072
VT,SFD_CLADSYS,Stucco,551.677463
VT,SFD_CLADSYS,Brick veneer,541.511633
VT,SFD_CLADSYS,Concrete block,541.425533
VT,SFD_CONSTQUALI,Signs of distress,453.550909
VT,SFD_CONSTQUALI,WH Roof existing,454.001505
VT,SFD_CONSTQUALI,Wind Roof existing,487.203664
VT,SFD_CONSTQUALI,Wind Gold existing,480.73259
VT,SFD_CONSTQUALI,Wind Silver existing,516.943997
VT,SFD_CONSTQUALI,WH Gold existing,450.707348
VT,SFD_CONSTQUALI,WH Silver existing,484.957318
VT,SFD_EXTORN,Extensive ornamentation,597.948809
VT,SFD_EXTORN,Extensive ornamentation and LPS,627.914345
VT,SFD_EXTORN,Large signs,545.291536
VT,SFD_EXTORN,Large signs and LPS,556.795719
VT,SFD_EXTORN,Lightning protection,572.984635
VT,SFD_FOUNDSYS,Bolted,540.423784
VT,SFD_FOUNDSYS,Engineered,523.096164
VT,SFD_FOUNDSYS,Unbolted,586.88196
VT,SFD_GARAGING,Attached garage,502.186032
VT,SFD_GARAGING,Detached garage,504.217907
VT,SFD_GARAGING,No garage,497.719809
VT,SFD_MECHGROUND,Generally unprotected,595.559914
VT,SFD_MECHGROUND,Generally protected,562.57503
VT,SFD_RESISTOPEN,Pressure small missile rated,647.641551
VT,SFD_RESISTOPEN,Pressure medium missile rated,648.562841
VT,SFD_RESISTOPEN,All openings pressure small missile rated,607.68287
VT,SFD_RESISTOPEN,All openings pressure medium missile rated,535.762657
VT,SFD_RESISTOPEN,All openings pressure large missile rated,583.243735
VT,SFD_ROOFAGE,0 to 5 years,326.957019
VT,SFD_ROOFAGE,6 to 10 years,311.058597
VT,SFD_ROOFAGE,11 years or more,318.249985
VT,SFD_ROOFANCH,Clips,302.31545
VT,SFD_ROOFANCH,Double wraps,320.499421
VT,SFD_ROOFANCH,Single wraps,331.949966
VT,SFD_ROOFANCH,Structural,321.071305
VT,SFD_ROOFANCH,Toenailing no anchorage,330.510755
VT,SFD_ROOFEQUIP,No equipment present,762.806443
VT,SFD_ROOFEQUIP,Roof mounted photovoltaic array,743.194478
VT,SFD_ROOFEQUIP,Roof mounted impact resistant array,720.607223
VT,SFD_ROOFEQUIP,Roof mounted mechanically attached array,799.564049
VT,SFD_ROOFGEOM,Complex roof,512.109614
VT,SFD_ROOFGEOM,Flat roof no parapets,527.948176
VT,SFD_ROOFGEOM,Flat roof parapets,461.463958
VT,SFD_ROOFGEOM,Gable roof LE6:12,533.851467
VT,SFD_ROOFGEOM,Braced gable LE6:12,467.904653
VT,SFD_ROOFGEOM,Gable roof GT6:12,508.744611
VT,SFD_ROOFGEOM,Braced gable GT6:12,448.763575
VT,SFD_ROOFGEOM,Hip roof LE6:12,468.256899
VT,SFD_ROOFGEOM,Hip roof GT6:12,519.705005
VT,SFD_ROOFMAINT,Excellent condition,501.942474
VT,SFD_ROOFMAINT,No deterioration or defects,521.302423
VT,SFD_ROOFMAINT,Visible defects,528.971607
VT,SFD_ROOFMAINT,Significant signs of distress,553.524181
VT,SFD_ROOFSYS,Built up or single ply,658.903322
VT,SFD_ROOFSYS,Built up with gutters,688.20603
VT,SFD_ROOFSYS,Built up without gutters,684.038883
VT,SFD_ROOFSYS,Built up unknown gutters,717.634567
VT,SFD_ROOFSYS,High wind shingle,752.679375
VT,SFD_ROOFSYS,High wind shingle plus SWR,771.069732
VT,SFD_ROOFSYS,Normal shingle,663.734731
VT,SFD_ROOFSYS,Normal shingle plus SWR,698.402122
VT,SFD_ROOFSYS,Metal concealed fasteners,795.232117
VT,SFD_ROOFSYS,Metal exposed fasteners,740.782487
VT,SFD_ROOFSYS,Metal unknown fasteners,679.52147
VT,SFD_ROOFSYS,Wood shakes,726.200075
VT,SFD_ROOFSYS,Concrete roof,748.306726
VT,SFD_ROOFSYS,Hail class 1,653.236355
VT,SFD_ROOFSYS,Hail class 2,657.074035
VT,SFD_ROOFSYS,Hail class 3,663.520421
VT,SFD_ROOFSYS,Hail class 4,793.679333
VT,SFD_ROOFSYS,Rubber roof,673.277662
VT,SFD_ROOFSYS,Green roof,761.816465
VT,SFD_ROOFSYS,Bermuda style roof,775.770404
VT,SFD_ROOFSYS,Concrete tiles,694.927728
VT,SFD_ROOFSYS,Slate tile,681.217145
VT,SFD_ROOFSYS,Fabric membrane,738.233029
VT,SFD_ROOFSYS,Solar tile,696.169952
VT,SFD_TODMGPROVISION,Cosmetic damage Fully covered,591.65846
VT,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,507.843979
VT,SFD_TODMGPROVISION,Cosmetic damage Default,578.694941
VT,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,518.487612
VT,SFD_TODMGPROVISION,Cosmetic damage Excluded,529.955429
VT,SFD_TOFLASHING,Compliant with ES1,523.34451
VT,SFD_TOFLASHING,Not compliant with ES1,623.963378
VT,SFD_TREEDENSITY,High tree risk high shielding,735.042613
VT,SFD_TREEDENSITY,Some trees some shielding,639.088033
VT,SFD_TREEDENSITY,No trees no shielding,689.073541
WA,COM_Unknown,Unknown,429.494141
WA,COM_ARCHITECT,Attached screen,311.603122
WA,COM_ARCHITECT,Detached screen,331.362913
WA,COM_ARCHITECT,Fences,313.724561
WA,COM_ARCHITECT,None,288.038779
WA,COM_ARCHITECT,Skylights,310.171189
WA,COM_ARCHITECT,Skylights protection,323.159446
WA,COM_CLADRATE,10d high wind nail,236.875201
WA,COM_CLADRATE,6d any nail,278.196339
WA,COM_CLADRATE,8d high wind nail,266.675427
WA,COM_CLADRATE,8d minimum nail,260.656767
WA,COM_CLADRATE,Batten decking,273.384168
WA,COM_CLADRATE,Lumber and groove,276.726775
WA,COM_CLADSYS,Vinyl siding,543.02067
WA,COM_CLADSYS,EIFS,526.091475
WA,COM_CLADSYS,Wood,500.890517
WA,COM_CLADSYS,Metal sheathing,458.766553
WA,COM_CLADSYS,Impact rated glazing,479.392554
WA,COM_CLADSYS,Stucco,521.09789
WA,COM_CLADSYS,Brick veneer,513.73325
WA,COM_CLADSYS,Concrete block,520.733898
WA,COM_CONSTQUALI,Signs of distress,384.35548
WA,COM_CONSTQUALI,WH Roof existing,361.981663
WA,COM_CONSTQUALI,Wind Roof existing,400.969964
WA,COM_CONSTQUALI,Wind Gold existing,371.081599
WA,COM_CONSTQUALI,Wind Silver existing,347.543835
WA,COM_CONSTQUALI,WH Gold existing,356.091753
WA,COM_CONSTQUALI,WH Silver existing,403.282778
WA,COM_EXTORN,Extensive ornamentation,284.318198
WA,COM_EXTORN,Extensive ornamentation and LPS,287.379206
WA,COM_EXTORN,Large signs,277.172474
WA,COM_EXTORN,Large signs and LPS,289.548457
WA,COM_EXTORN,Lightning protection,334.133877
WA,COM_FOUNDSYS,Bolted,496.59768
WA,COM_FOUNDSYS,Engineered,424.514805
WA,COM_FOUNDSYS,Unbolted,495.146662
WA,COM_GARAGING,Attached garage,465.970364
WA,COM_GARAGING,Detached garage,447.46967
WA,COM_GARAGING,No garage,437.60714
WA,COM_MECHGROUND,Generally unprotected,239.239453
WA,COM_MECHGROUND,Generally protected,231.272823
WA,COM_RESISTOPEN,Pressure small missile rated,371.540689
WA,COM_RESISTOPEN,Pressure medium missile rated,326.876584
WA,COM_RESISTOPEN,All openings pressure small missile rated,368.54262
WA,COM_RESISTOPEN,All openings pressure medium missile rated,331.704128
WA,COM_RESISTOPEN,All openings pressure large missile rated,387.638112
WA,COM_ROOFAGE,0 to 5 years,544.370748
WA,COM_ROOFAGE,6 to 10 years,594.729469
WA,COM_ROOFAGE,11 years or more,626.104017
WA,COM_ROOFANCH,Clips,215.661932
WA,COM_ROOFANCH,Double wraps,209.197375
WA,COM_ROOFANCH,Single wraps,204.930906
WA,COM_ROOFANCH,Structural,193.77308
WA,COM_ROOFANCH,Toenailing no anchorage,229.364906
WA,COM_ROOFEQUIP,No equipment present,290.233045
WA,COM_ROOFEQUIP,Roof mounted photovoltaic array,260.288745
WA,COM_ROOFEQUIP,Roof mounted impact resistant array,265.179193
WA,COM_ROOFEQUIP,Roof mounted mechanically attached array,307.445768
WA,COM_ROOFGEOM,Complex roof,385.140133
WA,COM_ROOFGEOM,Flat roof no parapets,392.119197
WA,COM_ROOFGEOM,Flat roof parapets,387.624478
WA,COM_ROOFGEOM,Gable roof LE6:12,420.183343
WA,COM_ROOFGEOM,Braced gable LE6:12,427.731036
WA,COM_ROOFGEOM,Gable roof GT6:12,364.296409
WA,COM_ROOFGEOM,Braced gable GT6:12,369.573902
WA,COM_ROOFGEOM,Hip roof LE6:12,354.714558
WA,COM_ROOFGEOM,Hip roof GT6:12,359.134052
WA,COM_ROOFMAINT,Excellent condition,207.580552
WA,COM_ROOFMAINT,No deterioration or defects,209.941162
WA,COM_ROOFMAINT,Visible defects,207.107286
WA,COM_ROOFMAINT,Significant signs of distress,198.341846
WA,COM_ROOFSYS,Built up or single ply,391.247708
WA,COM_ROOFSYS,Built up with gutters,381.918607
WA,COM_ROOFSYS,Built up without gutters,372.912882
WA,COM_ROOFSYS,Built up unknown gutters,358.656891
WA,COM_ROOFSYS,High wind shingle,374.696358
WA,COM_ROOFSYS,High wind shingle plus SWR,385.907733
WA,COM_ROOFSYS,Normal shingle,356.289805
WA,COM_ROOFSYS,Normal shingle plus SWR,409.215674
WA,COM_ROOFSYS,Metal concealed fasteners,423.690433
WA,COM_ROOFSYS,Metal exposed fasteners,359.477278
WA,COM_ROOFSYS,Metal unknown fasteners,378.102116
WA,COM_ROOFSYS,Wood shakes,418.37856
WA,COM_ROOFSYS,Concrete roof,406.502618
WA,COM_ROOFSYS,Hail class 1,412.018648
WA,COM_ROOFSYS,Hail class 2,424.384785
WA,COM_ROOFSYS,Hail class 3,425.558948
WA,COM_ROOFSYS,Hail class 4,360.428001
WA,COM_ROOFSYS,Rubber roof,381.560281
WA,COM_ROOFSYS,Green roof,384.064325
WA,COM_ROOFSYS,Bermuda style roof,404.446833
WA,COM_ROOFSYS,Concrete tiles,418.562128
WA,COM_ROOFSYS,Slate tile,367.443783
WA,COM_ROOFSYS,Fabric membrane,355.936957
WA,COM_ROOFSYS,Solar tile,383.6933
WA,COM_TODMGPROVISION,Cosmetic damage Fully covered,414.751704
WA,COM_TODMGPROVISION,Cosmetic damage Mostly covered,465.444404
WA,COM_TODMGPROVISION,Cosmetic damage Default,478.397583
WA,COM_TODMGPROVISION,Cosmetic damage Rarely covered,413.007289
WA,COM_TODMGPROVISION,Cosmetic damage Excluded,408.306446
WA,COM_TOFLASHING,Compliant with ES1,471.374707
WA,COM_TOFLASHING,Not compliant with ES1,411.30064
WA,COM_TREEDENSITY,High tree risk high shielding,268.65604
WA,COM_TREEDENSITY,Some trees some shielding,249.771283
WA,COM_TREEDENSITY,No trees no shielding,267.640351
WA,SFD_Unknown,Unknown,254.108653
WA,SFD_ARCHITECT,Attached screen,297.186998
WA,SFD_ARCHITECT,Detached screen,321.552356
WA,SFD_ARCHITECT,Fences,302.371018
WA,SFD_ARCHITECT,None,298.190756
WA,SFD_ARCHITECT,Skylights,299.221595
WA,SFD_ARCHITECT,Skylights protection,270.041107
WA,SFD_CLADRATE,10d high wind nail,249.085558
WA,SFD_CLADRATE,6d any nail,292.05034
WA,SFD_CLADRATE,8d high wind nail,284.847528
WA,SFD_CLADRATE,8d minimum nail,270.258845
WA,SFD_CLADRATE,Batten decking,259.327536
WA,SFD_CLADRATE,Lumber and groove,289.848213
WA,SFD_CLADSYS,Vinyl siding,242.60747
WA,SFD_CLADSYS,EIFS,250.645843
WA,SFD_CLADSYS,Wood,281.678876
WA,SFD_CLADSYS,Metal sheathing,278.490818
WA,SFD_CLADSYS,Impact rated glazing,277.811021
WA,SFD_CLADSYS,Stucco,288.403974
WA,SFD_CLADSYS,Brick veneer,272.860104
WA,SFD_CLADSYS,Concrete block,253.314048
WA,SFD_CONSTQUALI,Signs of distress,239.379804
WA,SFD_CONSTQUALI,WH Roof existing,224.794031
WA,SFD_CONSTQUALI,Wind Roof existing,220.716463
WA,SFD_CONSTQUALI,Wind Gold existing,222.137969
WA,SFD_CONSTQUALI,Wind Silver existing,253.178331
WA,SFD_CONSTQUALI,WH Gold existing,249.948978
WA,SFD_CONSTQUALI,WH Silver existing,242.316472
WA,SFD_EXTORN,Extensive ornamentation,281.677775
WA,SFD_EXTORN,Extensive ornamentation and LPS,294.92159
WA,SFD_EXTORN,Large signs,281.796029
WA,SFD_EXTORN,Large signs and LPS,265.771198
WA,SFD_EXTORN,Lightning protection,254.327686
WA,SFD_FOUNDSYS,Bolted,272.891253
WA,SFD_FOUNDSYS,Engineered,287.507071
WA,SFD_FOUNDSYS,Unbolted,289.445256
WA,SFD_GARAGING,Attached garage,223.382172
WA,SFD_GARAGING,Detached garage,246.488716
WA,SFD_GARAGING,No garage,246.066487
WA,SFD_MECHGROUND,Generally unprotected,241.288246
WA,SFD_MECHGROUND,Generally protected,263.070332
WA,SFD_RESISTOPEN,Pressure small missile rated,260.258911
WA,SFD_RESISTOPEN,Pressure medium missile rated,251.964089
WA,SFD_RESISTOPEN,All openings pressure small missile rated,292.205385
WA,SFD_RESISTOPEN,All openings pressure medium missile rated,241.724395
WA,SFD_RESISTOPEN,All openings pressure large missile rated,288.461625
WA,SFD_ROOFAGE,0 to 5 years,156.97954
WA,SFD_ROOFAGE,6 to 10 years,142.146322
WA,SFD_ROOFAGE,11 years or more,144.744629
WA,SFD_ROOFANCH,Clips,160.875581
WA,SFD_ROOFANCH,Double wraps,138.666146
WA,SFD_ROOFANCH,Single wraps,158.688505
WA,SFD_ROOFANCH,Structural,164.010287
WA,SFD_ROOFANCH,Toenailing no anchorage,137.867396
WA,SFD_ROOFEQUIP,No equipment present,380.123616
WA,SFD_ROOFEQUIP,Roof mounted photovoltaic array,336.565332
WA,SFD_ROOFEQUIP,Roof mounted impact resistant array,374.594094
WA,SFD_ROOFEQUIP,Roof mounted mechanically attached array,352.033205
WA,SFD_ROOFGEOM,Complex roof,255.715036
WA,SFD_ROOFGEOM,Flat roof no parapets,258.470279
WA,SFD_ROOFGEOM,Flat roof parapets,245.074035
WA,SFD_ROOFGEOM,Gable roof LE6:12,250.939546
WA,SFD_ROOFGEOM,Braced gable LE6:12,244.110791
WA,SFD_ROOFGEOM,Gable roof GT6:12,226.172851
WA,SFD_ROOFGEOM,Braced gable GT6:12,215.072878
WA,SFD_ROOFGEOM,Hip roof LE6:12,250.677906
WA,SFD_ROOFGEOM,Hip roof GT6:12,238.426777
WA,SFD_ROOFMAINT,Excellent condition,232.353468
WA,SFD_ROOFMAINT,No deterioration or defects,249.836441
WA,SFD_ROOFMAINT,Visible defects,274.712293
WA,SFD_ROOFMAINT,Significant signs of distress,228.047491
WA,SFD_ROOFSYS,Built up or single ply,351.581995
WA,SFD_ROOFSYS,Built up with gutters,376.122329
WA,SFD_ROOFSYS,Built up without gutters,364.43404
WA,SFD_ROOFSYS,Built up unknown gutters,379.523871
WA,SFD_ROOFSYS,High wind shingle,383.027305
WA,SFD_ROOFSYS,High wind shingle plus SWR,340.822384
WA,SFD_ROOFSYS,Normal shingle,373.754861
WA,SFD_ROOFSYS,Normal shingle plus SWR,344.101149
WA,SFD_ROOFSYS,Metal concealed fasteners,370.253711
WA,SFD_ROOFSYS,Metal exposed fasteners,395.934169
WA,SFD_ROOFSYS,Metal unknown fasteners,395.365401
WA,SFD_ROOFSYS,Wood shakes,334.886274
WA,SFD_ROOFSYS,Concrete roof,362.194923
WA,SFD_ROOFSYS,Hail class 1,370.741609
WA,SFD_ROOFSYS,Hail class 2,337.944936
WA,SFD_ROOFSYS,Hail class 3,349.192556
WA,SFD_ROOFSYS,Hail class 4,349.710832
WA,SFD_ROOFSYS,Rubber roof,362.744942
WA,SFD_ROOFSYS,Green roof,358.411559
WA,SFD_ROOFSYS,Bermuda style roof,385.006867
WA,SFD_ROOFSYS,Concrete tiles,347.925313
WA,SFD_ROOFSYS,Slate tile,375.623513
WA,SFD_ROOFSYS,Fabric membrane,329.619942
WA,SFD_ROOFSYS,Solar tile,398.316967
WA,SFD_TODMGPROVISION,Cosmetic damage Fully covered,298.586754
WA,SFD_TODMGPROVISION,Cosmetic damage Mostly covered,297.278927
WA,SFD_TODMGPROVISION,Cosmetic damage Default,280.290321
WA,SFD_TODMGPROVISION,Cosmetic damage Rarely covered,266.072011
WA,SFD_TODMGPROVISION,Cosmetic damage Excluded,253.497901
WA,SFD_TOFLASHING,Compliant with ES1,275.556279
WA,SFD_TOFLASHING,Not compliant with ES1,270.432236
WA,SFD_TREEDENSITY,High tree risk high shielding,336.207517
WA,SFD_TREEDENSITY,Some trees some shielding,336.034727
WA,SFD_TREEDENSITY,No trees no shielding,359.838351
WI,COM_Unknown,Unknown,547.930799
WI,COM_ARCHITECT,Attached screen,373.915648
WI,COM_ARCHITECT,Detached screen,349.354442
WI,COM_ARCHITECT,Fences,362.723331
WI,COM_ARCHITECT,None,345.874269
WI,COM_ARCHITECT,Skylights,340.204478
WI,COM_ARCHITECT,Skylights protection,380.550465
WI,COM_CLADRATE,10d high wind nail,308.279969
WI,COM_CLADRATE,6d any nail,304.094028
WI,COM_CLADRATE,8d high wind nail,313.689172
WI,COM_CLADRATE,8d minimum nail,356.487452
WI,COM_CLADRATE,Batten decking,358.424184
WI,COM_CLADRATE,Lumber and groove,352.000071
WI,COM_CLADSYS,Vinyl siding,680.756673
WI,COM_CLADSYS,EIFS,626.625831
WI,COM_CLADSYS,Wood,615.765203
WI,COM_CLADSYS,Metal sheathing,599.480034
WI,COM_CLADSYS,Impact rated glazing,668.175708
WI,COM_CLADSYS,Stucco,683.052951
WI,COM_CLADSYS,Brick veneer,626.736902
WI,COM_CLADSYS,Concrete block,621.598634
WI,COM_CONSTQUALI,Signs of distress,510.654616
WI,COM_CONSTQUALI,WH Roof existing,543.453318
WI,COM_CONSTQUALI,Wind Roof existing,545.560274
WI,COM_CONSTQUALI,Wind Gold existing,498.408301
WI,COM_CONSTQUALI,Wind Silver existing,497.938842
WI,COM_CONSTQUALI,WH Gold existing,465.597598
WI,COM_CONSTQUALI,WH Silver existing,542.090434
WI,COM_EXTORN,Extensive ornamentation,349.957498
WI,COM_EXTORN,Extensive ornamentation and LPS,388.258108
WI,COM_EXTORN,Large signs,343.381826
WI,COM_EXTORN,Large signs and LPS,393.047256
WI,COM_EXTORN,Lightning protection,387.963815
WI,COM_FOUNDSYS,Bolted,626.694171
WI,COM_FOUNDSYS,Engineered,610.522696
WI,COM_FOUNDSYS,Unbolted,558.736619
WI,COM_GARAGING,Attached garage,547.916139
WI,COM_GARAGING,Detached garage,586.682696
WI,COM_GARAGING,No garage,595.277946
WI,COM_MECHGROUND,Generally unprotected,254.613182
WI,COM_MECHGROUND,Generally protected,245.193496
WI,COM_RESISTOPEN,Pressure small missile rated,406.040328
WI,COM_RESISTOPEN,Pressure medium missile rated,422.602441
WI,COM_RESISTOPEN,All openings pressure small missile rated,466.751042
